ReefID_Name,Ocean,Country,State.Province.Island,City.Town,Year,Date,Depth,Organism.Code
NSTumuk | Tumuk,Pacific,Malaysia,Tioman,,2013,14-Mar-13,6.0,Bleaching (% of population)
118.45.49.3E.04.34.21.3N | Dead End Channel,Pacific,Malaysia,Sabah,Semporna,2013,1-Oct-13,5.0,Bleaching (% of population)
118.45.49.3E.04.34.21.3N | Dead End Channel,Pacific,Malaysia,Sabah,Semporna,2013,1-Oct-13,10.0,Bleaching (% of population)
117.26.46.4E.7.0.13.4N | Mantabuan Channel,Pacific,Malaysia,Sabah,Mantabuan Banggi,2013,2-Oct-13,5.0,Bleaching (% of population)
117.26.46.4E.7.0.13.4N | Mantabuan Channel,Pacific,Malaysia,Sabah,Mantabuan Banggi,2013,2-Oct-13,10.0,Bleaching (% of population)
116.0.19E.6.1.5N | Ribbon Reef,Pacific,Malaysia,Sabah,Kota Kinabalu,2013,1-Oct-13,5.0,Bleaching (% of population)
116.0.19E.6.1.5N | Ribbon Reef,Pacific,Malaysia,Sabah,Kota Kinabalu,2013,1-Oct-13,10.0,Bleaching (% of population)
103.3.433E.5.36.911N | Heritage Row (P. Bidong),Pacific,Malaysia,Terengganu,K. Terengganu,2011,22-Jul-11,4.3,Bleaching (% of population)
103.3.433E.5.36.911N | Heritage Row (P. Bidong),Pacific,Malaysia,Terengganu,K. Terengganu,2013,19-Jul-13,5.0,Bleaching (% of population)
116.21.567E.6.43.093N | Kolam,Pacific,Malaysia,Sabah,Mantanani,2013,27-Nov-13,7.0,Bleaching (% of population)
"118.56.504E.4.30.252N | Cahaya Way, Bohayan Island",Pacific,Malaysia,Sabah,Semporna,2013,2-Jun-13,5.5,Bleaching (% of population)
103.0.37.3E.5.49.3.58N | Chagar Hutang East,Pacific,Malaysia,Terengganu,Redang Island,2013,8-Sep-13,10.0,Bleaching (% of population)
116.1.20E.6.0.25N | Base Camp,Pacific,Malaysia,Sabah,Kota Kinabalu,2013,28-Jun-13,4.0,Bleaching (% of population)
116.1.20E.6.0.25N | Base Camp,Pacific,Malaysia,Sabah,Kota Kinabalu,2013,28-Jun-13,10.0,Bleaching (% of population)
116.2.25E.5.59.26N | Tanjung Wokong,Pacific,Malaysia,Sabah,Kota Kinabalu,2013,29-Jun-13,5.0,Bleaching (% of population)
116.2.25E.5.59.26N | Tanjung Wokong,Pacific,Malaysia,Sabah,Kota Kinabalu,2013,29-Jun-13,10.0,Bleaching (% of population)
116.1.51E.6.0.23N | Teluk Kuari,Pacific,Malaysia,Sabah,Kota Kinabalu,2013,29-Jun-13,5.0,Bleaching (% of population)
116.1.51E.6.0.23N | Teluk Kuari,Pacific,Malaysia,Sabah,Kota Kinabalu,2013,29-Jun-13,10.0,Bleaching (% of population)
103.40.58E.4.49.13N | Gua Rajawali,Pacific,Malaysia,Terengganu,Kuala Merang/Tenggol,2013,11-Sep-13,6.0,Bleaching (% of population)
104.12.37.11E.2.46.51.13N | Juara South,Pacific,Malaysia,Pahang,Tioman Island,2013,17-Mar-13,12.0,Bleaching (% of population)
104.8.810E.2.52.480N | Soyak South,Pacific,Malaysia,Tioman,,2013,16-Mar-13,6.0,Bleaching (% of population)
104.18.750E.2.34.905N | Pemanggil Village North,Pacific,Malaysia,Pemanggil,,2013,21-Mar-13,5.0,Bleaching (% of population)
104.13.227E.2.45.618N | Pasir Penut,Pacific,Malaysia,Tioman,,2013,2-Apr-13,9.0,Bleaching (% of population)
104.9.101E.2.43.145N | Mukut,Pacific,Malaysia,Tioman,,2013,18-Mar-13,6.0,Bleaching (% of population)
104.9.987E.2.39.687N | Jahat West,Pacific,Malaysia,Tioman,,2013,3-Apr-13,7.0,Bleaching (% of population)
104.7.55E.2.18.79N | P. Tinggi/Tanjung Gua Sumbang,Pacific,Malaysia,Johor,Mersing/Tinggi Sibu,2013,25-Sep-13,5.0,Bleaching (% of population)
103.15.658E.5.13.468N | Jellyfish City,Pacific,Malaysia,Kapas,,2013,30-Jul-13,4.5,Bleaching (% of population)
110.5.006E.1.44.011N | Sampadi East,Pacific,Malaysia,Sarawak,Pulau Sampadi,2013,7-Apr-13,3.0,Bleaching (% of population)
110.9.724E.1.47.252N | Satang Besar West,Pacific,Malaysia,Sarawak,Pulau Satang,2013,6-Apr-13,5.5,Bleaching (% of population)
109.46.225E.1.53.652N | Talang Kecil East,Pacific,Malaysia,Sarawak,Pulau Talang-talang,2013,30-Mar-13,5.0,Bleaching (% of population)
109.45.984E.1.53.676N | Talang Kecil West,Pacific,Malaysia,Sarawak,Pulau Talang-talang,2013,30-Mar-13,6.0,Bleaching (% of population)
115.8.508E.5.13.360N | Kuraman,Pacific,Malaysia,Labuan,,2013,6-Jun-13,3.0,Bleaching (% of population)
115.8.105E.5.11.343N | Rusukan Besar,Pacific,Malaysia,Labuan,,2013,5-Jun-13,3.0,Bleaching (% of population)
115.8.511E.5.12.097N | Rusukan Kecil,Pacific,Malaysia,Labuan,,2013,5-Jun-13,6.0,Bleaching (% of population)
116.21.812E.6.42.136N | Rizal/Riza Garden,Pacific,Malaysia,Sabah,Mantanani,2013,13-Nov-13,5.0,Bleaching (% of population)
113.48.053E.4.16.023N | Siwa 4A,Pacific,Malaysia,Sarawak,Miri,2013,12-Nov-13,8.0,Bleaching (% of population)
102.59.556E.5.47.302N | Mak Simpan,Pacific,Malaysia,Redang,,2013,9-Sep-13,4.5,Bleaching (% of population)
104.5.888E.2.11.268N | Beach 3,Pacific,Malaysia,Sibu Tengah,,2013,22-Sep-13,4.0,Bleaching (% of population)
104.3.661E.2.14.071N | Rimba,Pacific,Malaysia,Sibu Tinggi,,2013,23-Sep-13,7.0,Bleaching (% of population)
104.6.721E.2.10.374N | Sibu Hujung,Pacific,Malaysia,Sibu,,2013,22-Sep-13,5.5,Bleaching (% of population)
69.9.7W.19.17.50N | Fronton,Atlantic,Dominican Republic,Samana,Las Galeras,2014,19-Feb-14,1.5,Bleaching (% of population)
69.9.7W.19.17.50N | Fronton,Atlantic,Dominican Republic,Samana,Las Galeras,2014,20-Feb-14,1.5,Bleaching (% of population)
99.49.025E.10.5.006N | Mae Haad Reef,Pacific,Thailand,Surat Thani,Koh Tao,2014,13-Feb-14,5.0,Bleaching (% of population)
99.50.429E.10.4.312N | Aow Leuk,Pacific,Thailand,Suratthani,Koh Tao,2014,24-Jan-14,4.0,Bleaching (% of population)
99.50.429E.10.4.312N | Aow Leuk,Pacific,Thailand,Suratthani,Koh Tao,2014,24-Jan-14,7.0,Bleaching (% of population)
99.50.099E.10.7.366N | Mango Bay,Pacific,Thailand,Suratthani,Koh Tao,2014,13-Mar-14,5.0,Bleaching (% of population)
99.50.099E.10.7.366N | Mango Bay,Pacific,Thailand,Suratthani,Koh Tao,2014,13-Mar-14,9.0,Bleaching (% of population)
99.49.025E.10.5.006N | Mae Haad Reef,Pacific,Thailand,Surat Thani,Koh Tao,2014,26-May-14,5.0,Bleaching (% of population)
99.50.099E.10.7.366N | Mango Bay,Pacific,Thailand,Suratthani,Koh Tao,2014,28-May-14,5.0,Bleaching (% of population)
99.50.099E.10.7.366N | Mango Bay,Pacific,Thailand,Suratthani,Koh Tao,2014,28-May-14,10.0,Bleaching (% of population)
99.50.40E.10.7.0N | Twin Peaks,Pacific,Thailand,Surat Thani,Koh Tao,2014,27-May-14,5.0,Bleaching (% of population)
99.50.40E.10.7.0N | Twin Peaks,Pacific,Thailand,Surat Thani,Koh Tao,2014,27-May-14,10.0,Bleaching (% of population)
116.19.232E.6.42.308N | Italian Place,Pacific,Malaysia,Sabah,Mantanani,2013,13-Nov-13,10.0,Bleaching (% of population)
104.5.743E.2.11.014N | Sibu Tengah House Reef,Pacific,Malaysia,Sibu Tengah,,2013,23-Sep-13,3.0,Bleaching (% of population)
118.45.29.9E.4.34.4.7N | South Rim,Pacific,Malaysia,Bohey Dulang,,2013,1-Oct-13,5.0,Bleaching (% of population)
118.45.29.9E.4.34.4.7N | South Rim,Pacific,Malaysia,Bohey Dulang,,2013,1-Oct-13,10.0,Bleaching (% of population)
118.50.6.7E.4.37.41.9N | Kapikan Reef,Pacific,Malaysia,Sabah,,2013,2-Oct-13,5.0,Bleaching (% of population)
118.50.6.7E.4.37.41.9N | Kapikan Reef,Pacific,Malaysia,Sabah,,2013,2-Oct-13,8.0,Bleaching (% of population)
104.18.945E.2.34.761N | Pemanggil Village South,Pacific,Malaysia,Pemanggil,,2013,21-Mar-13,4.0,Bleaching (% of population)
104.10.518E.2.40.127N | Jahat East,Pacific,Malaysia,Tioman,,2013,3-Apr-13,7.0,Bleaching (% of population)
104.6.45.2E.2.54.38.97N | Fan Canyon,Pacific,Malaysia,Tioman,,2013,30-Mar-13,7.0,Bleaching (% of population)
104.8.125E.2.43.928N | Batu Nipah,Pacific,Malaysia,Tioman,,2013,4-Apr-13,5.0,Bleaching (% of population)
104.9.237E.2.49.087N | Abect House Reef,Pacific,Malaysia,Tioman,,2013,11-Apr-13,6.0,Bleaching (% of population)
116.19.402E.6.42.804N | Gilly Rock,Pacific,Malaysia,Manatanani,,2013,14-Nov-13,10.0,Bleaching (% of population)
118.43.042E.4.38.318N | Sibuan,Pacific,Malaysia,Sabah,,2013,3-Oct-13,5.0,Bleaching (% of population)
118.43.042E.4.38.318N | Sibuan,Pacific,Malaysia,Sabah,,2013,3-Oct-13,10.0,Bleaching (% of population)
104.19.635E.2.35.800N | Tridacna Bay/Soyak North,Pacific,Malaysia,Pemanggil,,2013,19-Mar-13,10.0,Bleaching (% of population)
104.11.293E.2.49.443N | Siang (Tioman East Side),Pacific,Malaysia,Pahang,Juara,2013,24-Aug-13,5.5,Bleaching (% of population)
104.6.507E.2.54.891N | Kador Bay/Teluk Kador,Pacific,Malaysia,Pahang,Tioman,2013,31-Mar-13,7.0,Bleaching (% of population)
104.12.589E.2.48.239N | Teluk Tambong,Pacific,Malaysia,Tioman,,2013,2-Apr-13,11.0,Bleaching (% of population)
104.13.215E.2.45.053N | Pasir Munjur,Pacific,Malaysia,Tioman,,2013,18-Mar-13,11.0,Bleaching (% of population)
"120.52.21.1E.13.43.4.2N | Koala, Bagalangit",Pacific,Philippines,Batangas,Mabini,2013,20-Dec-13,5.0,Bleaching (% of population)
"120.52.21.1E.13.43.4.2N | Koala, Bagalangit",Pacific,Philippines,Batangas,Mabini,2013,20-Dec-13,8.0,Bleaching (% of population)
"120.36.6E.13.58.17.9N | Talim Outer A, Talim Bay",Pacific,Philippines,Batangas,Lian,2014,22-Jan-14,6.0,Bleaching (% of population)
45.12.12.7E.12.54.09.6S | Bandrele,Indian,France,Mayotte,Bandrele,2012,16-Feb-12,3.0,Bleaching (% of population)
45.02.33E.12.41.16S | Boa Sadia Reef,Indian,France,Mayotte,Mamoudzou,2011,12-Dec-11,8.0,Bleaching (% of population)
45.4.28.5E.12.54.20.88S | Boueni Village,Indian,France,Mayotte,Boueni,2012,12-Jan-12,2.0,Bleaching (% of population)
45.8.5.3E.12.42.51.3S | Dzoumogne,Indian,France,Mayotte,Bandraboua,2012,16-Feb-12,3.0,Bleaching (% of population)
45.09.95E.12.42.60S | Longoni,Indian,France,Mayotte,Mamoudzou,2011,13-Dec-11,2.0,Bleaching (% of population)
45.5.0.6E.12.57.50.16S | Ngouja,Indian,France,Mayotte,Kani-Keli,2012,11-Jan-12,2.0,Bleaching (% of population)
44.58.0.15E.12.56.14.28S | Passe Boueni,Indian,France,Mayotte,Boueni,2012,11-Jan-12,8.0,Bleaching (% of population)
45.16.271E.12.51.855S | Passe en S- Bouee 2,Indian,France,Mayotte,Mamoudzou,2011,12-Dec-11,6.0,Bleaching (% of population)
"45.16.11E.12.52.11S | Passe en S, bouee 11",Indian,France,Mayotte,Mamoudzou,2011,13-Dec-11,2.0,Bleaching (% of population)
45.14.12.81E.12.49.1.96S | Reserve Naturelle de Mbouzi,Indian,France,Mayotte,Mamoudzou,2012,12-Jan-12,2.0,Bleaching (% of population)
45.12.46E.12.53.38.9S | Sakouli,Indian,France,Mayotte,Bandrele,2012,11-Jan-12,3.0,Bleaching (% of population)
55.13.14.09E.21.5.7.55S | Ermitage PE,Indian,France,Reunion,La Saline,2003,29-May-03,7.0,Bleaching (% of population)
55.13.14.09E.21.5.7.55S | Ermitage PE,Indian,France,Reunion,La Saline,2004,20-Sep-04,9.0,Bleaching (% of population)
55.13.14.09E.21.5.7.55S | Ermitage PE,Indian,France,Reunion,La Saline,2005,13-Aug-05,9.0,Bleaching (% of population)
55.13.14.09E.21.5.7.55S | Ermitage PE,Indian,France,Reunion,La Saline,2006,24-Mar-06,9.0,Bleaching (% of population)
55.13.14.09E.21.5.7.55S | Ermitage PE,Indian,France,Reunion,La Saline,2007,25-Sep-07,6.0,Bleaching (% of population)
55.13.14.09E.21.5.7.55S | Ermitage PE,Indian,France,Reunion,La Saline,2008,16-Apr-08,6.0,Bleaching (% of population)
45.03.57.7E.12.45.40.3S | Tanaraki,Indian,France,Mayotte,Mtsangamouji,2012,9-Feb-12,3.0,Bleaching (% of population)
45.12.44.748E.12.53.38.472S | Tzoundzou,Indian,France,Mayotte,Mamoudzou,2012,16-Feb-12,2.0,Bleaching (% of population)
45.12.12.7E.12.54.09.6S | Bandrele,Indian,France,Mayotte,Bandrele,2012,4-Oct-12,3.0,Bleaching (% of population)
45.02.33E.12.41.16S | Boa Sadia Reef,Indian,France,Mayotte,Mamoudzou,2012,20-Sep-12,8.0,Bleaching (% of population)
45.8.5.3E.12.42.51.3S | Dzoumogne,Indian,France,Mayotte,Bandraboua,2012,28-Sep-12,3.0,Bleaching (% of population)
45.09.95E.12.42.60S | Longoni,Indian,France,Mayotte,Mamoudzou,2012,20-Sep-12,2.0,Bleaching (% of population)
45.13.58.9E.12.44.25.6S | Majikavo,Indian,France,Mayotte,Koungou,2012,28-Sep-12,3.0,Bleaching (% of population)
45.4.58.2E.12.46.6.2S | Mtsangamouji,Indian,France,Mayotte,Acoua,2012,17-Feb-12,4.0,Bleaching (% of population)
45.5.0.6E.12.57.50.16S | Ngouja,Indian,France,Mayotte,Kani-Keli,2012,13-Oct-12,2.0,Bleaching (% of population)
45.16.271E.12.51.855S | Passe en S- Bouee 2,Indian,France,Mayotte,Mamoudzou,2012,4-Nov-12,6.0,Bleaching (% of population)
"45.16.11E.12.52.11S | Passe en S, bouee 11",Indian,France,Mayotte,Mamoudzou,2012,30-Sep-12,2.0,Bleaching (% of population)
45.14.12.81E.12.49.1.96S | Reserve Naturelle de Mbouzi,Indian,France,Mayotte,Mamoudzou,2012,4-Nov-12,2.0,Bleaching (% of population)
45.12.46E.12.53.38.9S | Sakouli,Indian,France,Mayotte,Bandrele,2012,4-Oct-12,3.0,Bleaching (% of population)
45.11.1.7E.12.59.7.3S | Saziley,Indian,France,Mayotte,Bandrele,2012,4-Oct-12,2.5,Bleaching (% of population)
45.03.57.7E.12.45.40.3S | Tanaraki,Indian,France,Mayotte,Mtsangamouji,2012,21-Oct-12,2.0,Bleaching (% of population)
45.12.44.748E.12.53.38.472S | Tzoundzou,Indian,France,Mayotte,Mamoudzou,2012,19-Sep-12,2.0,Bleaching (% of population)
45.02.33E.12.41.16S | Boa Sadia Reef,Indian,France,Mayotte,Mamoudzou,2013,15-Nov-13,8.0,Bleaching (% of population)
116.52.873E.8.29.732S | Booby Trap,Pacific,Indonesia,Sumbawa,Kalong Island,2014,4-Mar-14,6.0,Bleaching (% of population)
119.18.33.5E.11.0.57.5N | Masigasig/Esteban Reef,Pacific,Philippines,Palawan,Taytay,2014,15-Mar-14,3.0,Bleaching (% of population)
119.18.4.1E.10.59.32.1N | Barge Tandol/Facundo/Roberto Reef,Pacific,Philippines,Palawan,Taytay,2014,13-Mar-14,5.0,Bleaching (% of population)
116.52.075E.8.29.585S | JAMN Reef,Pacific,Indonesia,Sumbawa,Kalong Island,2014,4-Mar-14,6.0,Bleaching (% of population)
116.51.434E.8.30.562S | Pearl Farm,Pacific,Indonesia,Sumbawa,Nemo Island,2014,4-Mar-14,6.0,Bleaching (% of population)
119.17.48.7E.10.59.22.9N | Barge Centro/Roberto/Facundo Reef,Pacific,Philippines,Palawan,Taytay,2014,13-Mar-14,5.0,Bleaching (% of population)
119.20.16.4E.10.55.29.8N | Rufino,Pacific,Philippines,Palawan,Taytay,2014,12-Mar-14,4.5,Bleaching (% of population)
119.17.54E.10.58.52.5N | Barge Laot/Sabino,Pacific,Philippines,Palawan,Taytay,2014,12-Mar-14,5.0,Bleaching (% of population)
119.18.26.5E.10.59.10.3N | Bancoro/Sebastian Reef,Pacific,Philippines,Palawan,Taytay,2014,11-Mar-14,5.0,Bleaching (% of population)
119.22.52.61E.11.10.19.84N | 7th Comando Outside,Pacific,Philippines,Palawan,"Buena Suerte, El Nido",2014,18-Mar-14,5.0,Bleaching (% of population)
119.18.31.2E.11.8.36.8N | Abdeen's Rock,Pacific,Philippines,Palawan,"Bgy. Bebeladan, El Nido",2014,19-Mar-14,3.0,Bleaching (% of population)
119.18.31.2E.11.8.36.8N | Abdeen's Rock,Pacific,Philippines,Palawan,"Bgy. Bebeladan, El Nido",2014,19-Mar-14,8.0,Bleaching (% of population)
119.23.41.9E.11.11.43.7N | Caalan MPA A,Pacific,Philippines,Palawan,El Nido,2014,17-Mar-14,3.0,Bleaching (% of population)
119.23.30E.11.11.29.7N | Caalan MPA B,Pacific,Philippines,Palawan,El Nido,2014,17-Mar-14,3.7,Bleaching (% of population)
119.22.29.63E.11.10.38.67N | Ipil MPA (Inside) Brgy. Buena Suerte,Pacific,Philippines,Palawan,El Nido,2014,19-Mar-14,5.0,Bleaching (% of population)
119.21.51E.11.13.38.9N | Maitre MPA (Inside),Pacific,Philippines,Palawan,El Nido,2014,19-Mar-14,3.0,Bleaching (% of population)
119.22.38.5E.11.12.36.4N | Bukal,Pacific,Philippines,Palawan,El Nido,2014,18-Mar-14,3.0,Bleaching (% of population)
151.42.227W.16.32.944S | Jardin de Corail (Coral Garden),Pacific,French Polynesia,Society archipelago,Bora Bora,2012,8-Sep-12,1.0,Bleaching (% of population)
151.42.227W.16.32.944S | Jardin de Corail (Coral Garden),Pacific,French Polynesia,Society archipelago,Bora Bora,2013,23-Mar-13,1.0,Bleaching (% of population)
151.43.954W.16.33.155S | Matira,Pacific,French Polynesia,Bora Bora,,2012,19-Oct-12,1.0,Bleaching (% of population)
151.43.954W.16.33.155S | Matira,Pacific,French Polynesia,Bora Bora,,2013,23-Mar-13,1.0,Bleaching (% of population)
151.46.704W.16.33.088S | Turiroa,Pacific,French Polynesia,Society archipelago,Bora Bora,2012,29-Oct-12,1.0,Bleaching (% of population)
151.46.704W.16.33.088S | Turiroa,Pacific,French Polynesia,Society archipelago,Bora Bora,2013,3-Jul-13,1.0,Bleaching (% of population)
151.47.324W.16.32.380S | Mohio,Pacific,French Polynesia,Bora Bora,,2012,19-Oct-12,1.3,Bleaching (% of population)
151.47.324W.16.32.380S | Mohio,Pacific,French Polynesia,Bora Bora,,2013,7-Mar-13,1.3,Bleaching (% of population)
151.43.621W.16.32.544S | Aquarium,Pacific,French Polynesia,Bora Bora,,2012,6-Sep-12,1.7,Bleaching (% of population)
151.43.621W.16.32.544S | Aquarium,Pacific,French Polynesia,Bora Bora,,2013,26-Apr-13,1.7,Bleaching (% of population)
151.43.791W.16.32.087S | Pinacle Marara,Pacific,French Polynesia,Bora Bora,,2012,6-Sep-12,2.8,Bleaching (% of population)
151.43.791W.16.32.087S | Pinacle Marara,Pacific,French Polynesia,Bora Bora,,2013,26-Apr-13,2.8,Bleaching (% of population)
151.43.706W.16.32.117S | Sofitel Motu,Pacific,French Polynesia,Bora Bora,,2012,10-Sep-12,1.2,Bleaching (% of population)
151.43.706W.16.32.117S | Sofitel Motu,Pacific,French Polynesia,Bora Bora,,2013,22-Mar-13,1.2,Bleaching (% of population)
151.44.447W.16.32.562S | Povai,Pacific,French Polynesia,Bora Bora,,2012,4-Sep-12,2.0,Bleaching (% of population)
151.44.447W.16.32.562S | Povai,Pacific,French Polynesia,Bora Bora,,2013,31-Mar-13,2.0,Bleaching (% of population)
151.47.039W.16.29.965S | Tapu (external slope),Pacific,French Polynesia,,Bora Bora,2012,15-Oct-12,15.0,Bleaching (% of population)
151.47.039W.16.29.965S | Tapu (external slope),Pacific,French Polynesia,,Bora Bora,2013,1-May-13,15.0,Bleaching (% of population)
151.47.039W.16.29.965S | Tapu (external slope),Pacific,French Polynesia,,Bora Bora,2012,15-Oct-12,7.0,Bleaching (% of population)
151.47.039W.16.29.965S | Tapu (external slope),Pacific,French Polynesia,,Bora Bora,2013,1-May-13,7.0,Bleaching (% of population)
151.44.871W.16.32.116S | Hotel Bora Bora,Pacific,French Polynesia,Society archipelago,Bora Bora,2012,17-Nov-12,2.0,Bleaching (% of population)
151.44.871W.16.32.116S | Hotel Bora Bora,Pacific,French Polynesia,Society archipelago,Bora Bora,2013,1-Jun-13,2.0,Bleaching (% of population)
151.45.852W.16.30.415S | Bora Bora Resort (fringing reef),Pacific,French Polynesia,,Bora Bora,2012,27-Dec-12,1.0,Bleaching (% of population)
151.45.852W.16.30.415S | Bora Bora Resort (fringing reef),Pacific,French Polynesia,,Bora Bora,2013,31-May-13,1.0,Bleaching (% of population)
151.44.060W.16.32.018S | Sofitel Marara,Pacific,French Polynesia,Society archipelago,Bora Bora,2012,23-Nov-12,1.8,Bleaching (% of population)
151.44.060W.16.32.018S | Sofitel Marara,Pacific,French Polynesia,Society archipelago,Bora Bora,2013,12-May-13,1.8,Bleaching (% of population)
151.43.691W.16.31.780S | Club Med (fringing reef),Pacific,French Polynesia,Society archipelago,Bora Bora,2012,18-Nov-12,2.2,Bleaching (% of population)
151.43.691W.16.31.780S | Club Med (fringing reef),Pacific,French Polynesia,Society archipelago,Bora Bora,2013,26-May-13,2.2,Bleaching (% of population)
151.46.337W.16.31.771S | Bora Bora Nui Resort (fringing reef),Pacific,French Polynesia,Society archipelago,Bora Bora,2012,28-Dec-12,1.5,Bleaching (% of population)
151.46.337W.16.31.771S | Bora Bora Nui Resort (fringing reef),Pacific,French Polynesia,Society archipelago,Bora Bora,2013,7-Jun-13,1.5,Bleaching (% of population)
151.43.224W.16.28.773S | Revatua (fringing reef),Pacific,French Polynesia,Society archipelago,Bora Bora,2012,24-Nov-12,1.0,Bleaching (% of population)
151.43.224W.16.28.773S | Revatua (fringing reef),Pacific,French Polynesia,Society archipelago,Bora Bora,2013,28-May-13,1.0,Bleaching (% of population)
NSMotuTane | Motu Tane,Pacific,French Polynesia,,Bora Bora,2012,11-Nov-12,1.3,Bleaching (% of population)
NSMotuTane | Motu Tane,Pacific,French Polynesia,,Bora Bora,2013,8-Jun-13,1.3,Bleaching (% of population)
NSMotuHaapiti | Motu Haapiti,Pacific,French Polynesia,,Bora Bora,2012,11-Dec-12,1.0,Bleaching (% of population)
NSMotuHaapiti | Motu Haapiti,Pacific,French Polynesia,,Bora Bora,2013,8-Jun-13,1.0,Bleaching (% of population)
NSMotuTapu | Motu Tapu,Pacific,French Polynesia,,Bora Bora,2012,30-Nov-12,1.0,Bleaching (% of population)
NSMotuTapu | Motu Tapu,Pacific,French Polynesia,,Bora Bora,2013,7-Jun-13,1.0,Bleaching (% of population)
119.52.58.1E.11.29.19.4N | Coral Garden,Pacific,Philippines,Palawan,Linapacan,2014,28-Mar-14,3.0,Bleaching (% of population)
119.39.53E.11.18.45.5N | Iloc,Pacific,Philippines,Palawan,Linapacan,2014,29-Mar-14,5.0,Bleaching (% of population)
120.8413E.13.68825N | Inner Layag Layag Reef,Pacific,Philippines,Batangas,Mun. of Tingloy,2014,29-Mar-14,4.0,Bleaching (% of population)
119.52.49.3E.11.29.0.9N | Maapdit,Pacific,Philippines,Palawan,Linapacan,2014,28-Mar-14,5.0,Bleaching (% of population)
119.42.0.2E.11.15.42.6N | Magransing,Pacific,Philippines,Palawan,Linapacan,2014,30-Mar-14,5.0,Bleaching (% of population)
119.39.51.6E.11.16.4.7N | Rawis,Pacific,Philippines,Palawan,Linapacan,2014,29-Mar-14,6.0,Bleaching (% of population)
119.52.24.5E.11.29.45.2N | San Miguel MPA,Pacific,Philippines,Palawan,Linapacan,2014,27-Mar-14,5.0,Bleaching (% of population)
119.40.35E.11.15.42.3N | Tandol Reef,Pacific,Philippines,Palawan,Linapacan,2014,30-Mar-14,5.0,Bleaching (% of population)
120.8686E.13.66423N | Tingloy - Poblacion Reef,Pacific,Philippines,Batangas,Mun. of Tingloy,2014,28-Mar-14,5.0,Bleaching (% of population)
61.45.46.3W.12.5.7.1N | Dragon Bay South,Atlantic,Grenada,Saint George,Happy Hill,2014,17-Mar-14,5.0,Bleaching (% of population)
61.45.44.7W.12.5.18.8N | Dragon Bay North,Atlantic,Grenada,Saint George,Happy Hill,2014,17-Mar-14,10.0,Bleaching (% of population)
61.45.32W.12.5.30N | Flamingo Bay South,Atlantic,Grenada,Saint George,Happy Hill,2014,13-Mar-14,7.0,Bleaching (% of population)
166.15.46E.10.17.7S | TUOO01,Pacific,Solomon Islands,Temotu,Reef Islands,2013,7-Aug-13,1.0,Bleaching (% of population)
166.15.46E.10.17.7S | TUOO01,Pacific,Solomon Islands,Temotu,Reef Islands,2013,8-Aug-13,1.0,Bleaching (% of population)
166.15.46E.10.17.7S | TUOO01,Pacific,Solomon Islands,Temotu,Reef Islands,2013,9-Aug-13,1.0,Bleaching (% of population)
166.17.16E.10.16.3S | TUOO02,Pacific,Solomon Islands,Temotu,Reef Islands,2013,20-Jul-13,1.5,Bleaching (% of population)
166.17.16E.10.16.3S | TUOO02,Pacific,Solomon Islands,Temotu,Reef Islands,2013,29-Jul-13,1.5,Bleaching (% of population)
166.17.16E.10.16.3S | TUOO02,Pacific,Solomon Islands,Temotu,Reef Islands,2013,30-Jul-13,1.5,Bleaching (% of population)
166.15.23E.10.15.6S | TUOO03,Pacific,Solomon Islands,Reef Islands,Fenualoa,2013,31-Jul-13,6.0,Bleaching (% of population)
166.15.23E.10.15.6S | TUOO03,Pacific,Solomon Islands,Reef Islands,Fenualoa,2013,1-Aug-13,6.0,Bleaching (% of population)
166.15.23E.10.15.6S | TUOO03,Pacific,Solomon Islands,Reef Islands,Fenualoa,2013,3-Aug-13,6.0,Bleaching (% of population)
166.15.32E.10.15.24S | TUOP01,Pacific,Solomon Islands,Temotu,Reef Islands,2013,23-Jul-13,11.0,Bleaching (% of population)
166.15.32E.10.15.24S | TUOP01,Pacific,Solomon Islands,Temotu,Reef Islands,2013,24-Jul-13,12.0,Bleaching (% of population)
166.15.32E.10.15.24S | TUOP01,Pacific,Solomon Islands,Temotu,Reef Islands,2013,27-Jul-13,12.0,Bleaching (% of population)
166.15.34E.10.15.20S | TUOP02,Pacific,Solomon Islands,Temotu,,2013,20-Jul-13,2.5,Bleaching (% of population)
166.15.34E.10.15.20S | TUOP02,Pacific,Solomon Islands,Temotu,,2013,31-Jul-13,3.0,Bleaching (% of population)
166.15.34E.10.15.20S | TUOP02,Pacific,Solomon Islands,Temotu,,2013,1-Aug-13,1.5,Bleaching (% of population)
166.15.27E.10.15.14S | TUOP03,Pacific,Solomon Islands,Temotu,Reef Islands,2013,26-Jul-13,12.0,Bleaching (% of population)
166.15.27E.10.15.14S | TUOP03,Pacific,Solomon Islands,Temotu,Reef Islands,2013,31-Jul-13,6.0,Bleaching (% of population)
166.15.27E.10.15.14S | TUOP03,Pacific,Solomon Islands,Temotu,Reef Islands,2013,1-Aug-13,6.0,Bleaching (% of population)
166.16.41E.10.16.10S | TUOT02,Pacific,Solomon Islands,Temotu,Fenualoa,2013,29-Jul-13,1.5,Bleaching (% of population)
166.16.41E.10.16.10S | TUOT02,Pacific,Solomon Islands,Temotu,Fenualoa,2013,30-Jul-13,1.5,Bleaching (% of population)
