Reef_info,Lat_Long,Location,Year_Date,Depth_and_Org,Segment_counts,Errors?,What errors?
NSCrescentIslandWest | Crescent Island West,"22.0,31.0,53.6,N | 114.0,18.0,48.9,E",China / Hong Kong / nan / Pacific,2009:9-Aug-09,2.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.18.91E.22.31.84N | Crescent Island (Wu Pai),"22.0,31.0,50.4,N | 114.0,18.0,54.6,E",China / Hong Kong / nan / Pacific,2009:29-Aug-09,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.18.91E.22.31.84N | Crescent Island (Wu Pai),"22.0,31.0,50.4,N | 114.0,18.0,54.6,E",China / Hong Kong / nan / Pacific,2009:29-Aug-09,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.21.869E.22.20.277N | Fo Tau Fun Chau,"22.0,20.0,16.6,N | 114.0,21.0,52.1,E",China / Hong Kong / nan / Pacific,2009:15-Sep-09,2.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.21.869E.22.20.277N | Fo Tau Fun Chau,"22.0,20.0,16.6,N | 114.0,21.0,52.1,E",China / Hong Kong / nan / Pacific,2009:15-Sep-09,2.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
"114.19.50.8E.22.28.17.5N | Coral Beach, Hoi Ha Wan","22.0,28.0,17.5,N | 114.0,19.0,50.8,E",China / Hong Kong / nan / Pacific,2009:30-Aug-09,2.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
"114.19.50.8E.22.28.17.5N | Coral Beach, Hoi Ha Wan","22.0,28.0,17.5,N | 114.0,19.0,50.8,E",China / Hong Kong / nan / Pacific,2009:30-Aug-09,2.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
"114.19.20.5E.22.28.32N | Gluff Head, Hoi Ha Wan","22.0,28.0,32.0,N | 114.0,19.0,20.5,E",China / Hong Kong / nan / Pacific,2009:1-Aug-09,2.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
"114.19.20.5E.22.28.32N | Gluff Head, Hoi Ha Wan","22.0,28.0,32.0,N | 114.0,19.0,20.5,E",China / Hong Kong / nan / Pacific,2009:1-Aug-09,2.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.20.11.5E.22.27.47.5N | Hoi Ha Wan Pier Area,"22.0,27.0,47.5,N | 114.0,20.0,11.5,E",China / Hong Kong / Hoi Ha Wan / Pacific,2009:18-Jul-09,2.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.20.11.5E.22.27.47.5N | Hoi Ha Wan Pier Area,"22.0,27.0,47.5,N | 114.0,20.0,11.5,E",China / Hong Kong / Hoi Ha Wan / Pacific,2009:18-Jul-09,2.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
"114.18.33.2E.22.33.2.3N | Kat O, Kai Kung Tau","22.0,33.0,2.3,N | 114.0,18.0,33.2,E",China / Hong Kong / nan / Pacific,2009:25-Jul-09,3.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
"114.18.33.2E.22.33.2.3N | Kat O, Kai Kung Tau","22.0,33.0,2.3,N | 114.0,18.0,33.2,E",China / Hong Kong / nan / Pacific,2009:25-Jul-09,3.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
NSKauSai | Kau Sai Chau Eastern Coast,"22.0,21.0,56.0,N | 114.0,18.0,11.9,E",China / Hong Kong / nan / Pacific,2009:5-Sep-09,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
NSKauSai | Kau Sai Chau Eastern Coast,"22.0,21.0,56.0,N | 114.0,18.0,11.9,E",China / Hong Kong / nan / Pacific,2009:5-Sep-09,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.23.8.55E.22.22.0.87N | Long Ke Wan (B),"22.0,22.0,0.9,N | 114.0,23.0,8.6,E",China / Hong Kong / nan / Pacific,2009:27-Jun-09,3.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.23.8.55E.22.22.0.87N | Long Ke Wan (B),"22.0,22.0,0.9,N | 114.0,23.0,8.6,E",China / Hong Kong / nan / Pacific,2009:27-Jun-09,3.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.16.27.5E.22.21.46N | Pak Ma Tsui,"22.0,21.0,46.0,N | 114.0,16.0,27.5,E",China / Hong Kong / nan / Pacific,2009:5-Sep-09,4.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.16.27.5E.22.21.46N | Pak Ma Tsui,"22.0,21.0,46.0,N | 114.0,16.0,27.5,E",China / Hong Kong / nan / Pacific,2009:5-Sep-09,4.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.21.190E.22.21.795N | Pak Y,"22.0,21.0,47.7,N | 114.0,21.0,11.4,E",China / Hong Kong / nan / Pacific,2009:23-Aug-09,2.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.21.190E.22.21.795N | Pak Y,"22.0,21.0,47.7,N | 114.0,21.0,11.4,E",China / Hong Kong / nan / Pacific,2009:23-Aug-09,2.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.21.39E.22.30.1N | Port Island,"22.0,30.0,6.0,N | 114.0,21.0,23.4,E",China / Hong Kong / nan / Pacific,2009:8-Aug-09,3.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.21.39E.22.30.1N | Port Island,"22.0,30.0,6.0,N | 114.0,21.0,23.4,E",China / Hong Kong / nan / Pacific,2009:8-Aug-09,3.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.17.36.1E.22.21.31N | Sharp Island East,"22.0,21.0,31.0,N | 114.0,17.0,36.1,E",China / Hong Kong / nan / Pacific,2009:13-Sep-09,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.17.36.1E.22.21.31N | Sharp Island East,"22.0,21.0,31.0,N | 114.0,17.0,36.1,E",China / Hong Kong / nan / Pacific,2009:13-Sep-09,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.17.47.9E.22.21.38.1N | Sharp Island North,"22.0,21.0,38.1,N | 114.0,17.0,47.9,E",China / Hong Kong / nan / Pacific,2009:22-Aug-09,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.17.47.9E.22.21.38.1N | Sharp Island North,"22.0,21.0,38.1,N | 114.0,17.0,47.9,E",China / Hong Kong / nan / Pacific,2009:22-Aug-09,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.17.36.1E.22.21.24.2N | Sharp Island South,"22.0,21.0,24.2,N | 114.0,17.0,36.1,E",China / Hong Kong / nan / Pacific,2009:16-Aug-09,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.17.36.1E.22.21.24.2N | Sharp Island South,"22.0,21.0,24.2,N | 114.0,17.0,36.1,E",China / Hong Kong / nan / Pacific,2009:16-Aug-09,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.17.572E22.9.751N | Shelter Island,"22.0,19.0,45.06,N | 114.0,17.0,34.32,E",China / Hong Kong / nan / Pacific,2009:27-Sep-09,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.17.572E22.9.751N | Shelter Island,"22.0,19.0,45.06,N | 114.0,17.0,34.32,E",China / Hong Kong / nan / Pacific,2009:27-Sep-09,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.22.54.9E.22.22.23.9N | Siu Long Kei,"22.0,22.0,23.9,N | 114.0,22.0,54.9,E",China / Hong Kong / nan / Pacific,2009:19-Jul-09,3.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.22.54.9E.22.22.23.9N | Siu Long Kei,"22.0,22.0,23.9,N | 114.0,22.0,54.9,E",China / Hong Kong / nan / Pacific,2009:19-Jul-09,3.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.17.53.8E.22.23.5.7N | Tai Mong Tsai,"22.0,23.0,5.7,N | 114.0,17.0,53.8,E",China / Hong Kong / nan / Pacific,2009:12-Sep-09,2.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.17.53.8E.22.23.5.7N | Tai Mong Tsai,"22.0,23.0,5.7,N | 114.0,17.0,53.8,E",China / Hong Kong / nan / Pacific,2009:12-Sep-09,2.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.17.604E.22.20.582N | Tai Pai,"22.0,20.0,34.9,N | 114.0,17.0,36.2,E",China / Hong Kong / nan / Pacific,2009:20-Aug-09,5.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.17.604E.22.20.582N | Tai Pai,"22.0,20.0,34.9,N | 114.0,17.0,36.2,E",China / Hong Kong / nan / Pacific,2009:20-Aug-09,5.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.20.14.8E.22.21.28.8N | Tai She Wan,"22.0,21.0,28.8,N | 114.0,20.0,14.8,E",China / Hong Kong / nan / Pacific,2009:22-Aug-09,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.20.14.8E.22.21.28.8N | Tai She Wan,"22.0,21.0,28.8,N | 114.0,20.0,14.8,E",China / Hong Kong / nan / Pacific,2009:22-Aug-09,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.19.23.3E.22.30.27.3N | Wong Chuk Kok Hoi,"22.0,30.0,27.3,N | 114.0,19.0,23.3,E",China / Hong Kong / nan / Pacific,2009:30-Aug-09,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.19.23.3E.22.30.27.3N | Wong Chuk Kok Hoi,"22.0,30.0,27.3,N | 114.0,19.0,23.3,E",China / Hong Kong / nan / Pacific,2009:30-Aug-09,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.25.58.5E.22.32.42.1N | Wong Ye Kwok,"22.0,32.0,42.1,N | 114.0,25.0,58.5,E",China / Hong Kong / nan / Pacific,2009:25-Jun-09,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.25.58.5E.22.32.42.1N | Wong Ye Kwok,"22.0,32.0,42.1,N | 114.0,25.0,58.5,E",China / Hong Kong / nan / Pacific,2009:25-Jun-09,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.26.3E.22.32.36.6N | A Ma Wan,"22.0,32.0,36.6,N | 114.0,26.0,3.0,E",China / Hong Kong / nan / Pacific,2009:1-Aug-09,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.26.3E.22.32.36.6N | A Ma Wan,"22.0,32.0,36.6,N | 114.0,26.0,3.0,E",China / Hong Kong / nan / Pacific,2009:1-Aug-09,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.18.56.9E.27.31.23.1N | Double Island,"22.0,31.0,23.1,N | 114.0,18.0,56.9,E",China / Hong Kong / nan / Pacific,2009:23-Aug-09,3.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.18.56.9E.27.31.23.1N | Double Island,"22.0,31.0,23.1,N | 114.0,18.0,56.9,E",China / Hong Kong / nan / Pacific,2009:23-Aug-09,3.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.19.98E.22.28.82N | Moon Island (Hoi Ha Wan),"22.0,28.0,49.2,N | 114.0,19.0,58.8,E",China / Hong Kong / nan / Pacific,2009:2-Aug-09,2.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.19.98E.22.28.82N | Moon Island (Hoi Ha Wan),"22.0,28.0,49.2,N | 114.0,19.0,58.8,E",China / Hong Kong / nan / Pacific,2009:2-Aug-09,2.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.15.911E.22.32.286N | Lai Chi Wo,"22.0,32.0,17.2,N | 114.0,15.0,54.7,E",China / Hong Kong / nan / Pacific,2009:29-Jul-09,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.15.911E.22.32.286N | Lai Chi Wo,"22.0,32.0,17.2,N | 114.0,15.0,54.7,E",China / Hong Kong / nan / Pacific,2009:29-Jul-09,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.20.53E.22.15.35N | Ninepin South,"22.0,15.0,21.0,N | 114.0,20.0,31.8,E",China / Hong Kong / nan / Pacific,2009:12-Sep-09,5.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.20.53E.22.15.35N | Ninepin South,"22.0,15.0,21.0,N | 114.0,20.0,31.8,E",China / Hong Kong / nan / Pacific,2009:12-Sep-09,5.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
"114.26.383E.22.32.559N | A Ma Wan, Tung Ping Chau","22.0,32.0,33.5,N | 114.0,26.0,23.0,E",China / Hong Kong / nan / Pacific,2010:29-Aug-10,3.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
"114.26.383E.22.32.559N | A Ma Wan, Tung Ping Chau","22.0,32.0,33.5,N | 114.0,26.0,23.0,E",China / Hong Kong / nan / Pacific,2010:29-Aug-10,3.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
"114.26.2.6E.22.32.40.4N | Wong Ye Kwok, Tung Ping Chau","22.0,32.0,40.4,N | 114.0,26.0,2.6,E",China / Hong Kong / nan / Pacific,2010:15-Aug-10,1.5-Bleaching (% of population),S1=10.0; S2=0.0; S3=0.0; S4=0.0,False,
"114.26.2.6E.22.32.40.4N | Wong Ye Kwok, Tung Ping Chau","22.0,32.0,40.4,N | 114.0,26.0,2.6,E",China / Hong Kong / nan / Pacific,2010:15-Aug-10,1.5-Bleaching (% of colony),S1=10.0; S2=0.0; S3=0.0; S4=0.0,False,
"114.18.10.4E.22.33.3.4N | Tau Tun, Kat O","22.0,33.0,3.4,N | 114.0,18.0,10.4,E",China / Hong Kong / nan / Pacific,2010:5-Sep-10,6.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
"114.18.10.4E.22.33.3.4N | Tau Tun, Kat O","22.0,33.0,3.4,N | 114.0,18.0,10.4,E",China / Hong Kong / nan / Pacific,2010:5-Sep-10,6.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.17.3.1E.22.31.34.5N | Ngau Shi Wu Wan,"22.0,31.0,34.5,N | 114.0,17.0,3.1,E",China / Hong Kong / nan / Pacific,2010:18-Sep-10,3.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.17.3.1E.22.31.34.5N | Ngau Shi Wu Wan,"22.0,31.0,34.5,N | 114.0,17.0,3.1,E",China / Hong Kong / nan / Pacific,2010:18-Sep-10,3.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
"NSTungWan | Tung Wan, Double Island","22.0,31.0,25.1,N | 114.0,18.0,53.6,E",China / Hong Kong / nan / Pacific,2010:21-Sep-10,3.0-Bleaching (% of population),S1=4.5; S2=5.5; S3=4.0; S4=6.0,True,No site description
114.19.32E.22.30.20N | Wong Chuk Kok Tsui,"22.0,30.0,20.0,N | 114.0,19.0,32.0,E",China / Hong Kong / nan / Pacific,2010:13-Aug-10,2.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
114.19.32E.22.30.20N | Wong Chuk Kok Tsui,"22.0,30.0,20.0,N | 114.0,19.0,32.0,E",China / Hong Kong / nan / Pacific,2010:13-Aug-10,2.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
114.19.98E.22.28.82N | Moon Island (Hoi Ha Wan),"22.0,28.0,49.2,N | 114.0,19.0,58.8,E",China / Hong Kong / nan / Pacific,2010:28-Aug-10,2.5-Bleaching (% of population),S1=5.0; S2=5.0; S3=5.0; S4=5.0,True,No site description
"114.19.50.8E.22.28.17.5N | Coral Beach, Hoi Ha Wan","22.0,28.0,17.5,N | 114.0,19.0,50.8,E",China / Hong Kong / nan / Pacific,2010:9-Sep-10,2.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
"114.19.50.8E.22.28.17.5N | Coral Beach, Hoi Ha Wan","22.0,28.0,17.5,N | 114.0,19.0,50.8,E",China / Hong Kong / nan / Pacific,2010:9-Sep-10,2.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
"114.19.50.7E.22.27.48.3N | Hoi Ha Wan, Pier Area","22.0,27.0,48.3,N | 114.0,19.0,50.7,E",China / Hong Kong / Hong Kong / Pacific,2010:29-Sep-10,2.5-Bleaching (% of population),S1=5.0; S2=5.0; S3=5.0; S4=10.0,False,
114.19.407E.22.28.477N | Gruff Head,"22.0,28.0,28.6,N | 114.0,19.0,24.4,E",China / Hong Kong / nan / Pacific,2010:29-Aug-10,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.19.407E.22.28.477N | Gruff Head,"22.0,28.0,28.6,N | 114.0,19.0,24.4,E",China / Hong Kong / nan / Pacific,2010:29-Aug-10,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.22.59.8E.22.22.20.4N | Long Ke,"22.0,22.0,20.4,N | 114.0,22.0,59.8,E",China / Hong Kong / nan / Pacific,2010:19-Sep-10,8.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
114.22.59.8E.22.22.20.4N | Long Ke,"22.0,22.0,20.4,N | 114.0,22.0,59.8,E",China / Hong Kong / nan / Pacific,2010:19-Sep-10,8.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
114.22.54.9E.22.22.23.9N | Siu Long Kei,"22.0,22.0,23.9,N | 114.0,22.0,54.9,E",China / Hong Kong / nan / Pacific,2010:1-Jul-10,5.0-Bleaching (% of population),S1=5.0; S2=5.0; S3=5.0; S4=5.0,True,No site description
114.21.975E.22.21.238N | Pak Lap Tsai,"22.0,21.0,14.3,N | 114.0,21.0,58.5,E",China / Hong Kong / nan / Pacific,2010:21-Aug-10,4.0-Bleaching (% of population),S1=0.0; S2=5.0; S3=0.0; S4=0.0,True,No site description
114.21.975E.22.21.238N | Pak Lap Tsai,"22.0,21.0,14.3,N | 114.0,21.0,58.5,E",China / Hong Kong / nan / Pacific,2010:21-Aug-10,4.0-Bleaching (% of colony),S1=0.0; S2=5.0; S3=0.0; S4=0.0,True,No site description
114.20.14.8E.22.21.28.8N | Tai She Wan,"22.0,21.0,28.8,N | 114.0,20.0,14.8,E",China / Hong Kong / nan / Pacific,2010:11-Sep-10,4.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
114.20.14.8E.22.21.28.8N | Tai She Wan,"22.0,21.0,28.8,N | 114.0,20.0,14.8,E",China / Hong Kong / nan / Pacific,2010:11-Sep-10,4.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
114.21.869E.22.20.277N | Fo Tau Fun Chau,"22.0,20.0,16.6,N | 114.0,21.0,52.1,E",China / Hong Kong / nan / Pacific,2010:4-Sep-10,2.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
114.21.869E.22.20.277N | Fo Tau Fun Chau,"22.0,20.0,16.6,N | 114.0,21.0,52.1,E",China / Hong Kong / nan / Pacific,2010:4-Sep-10,2.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
114.17.31.4E.22.21.46N | Sharp Island South,"22.0,21.0,46.0,N | 114.0,17.0,31.4,E",China / Hong Kong / Hong Kong / Pacific,2010:7-Aug-10,4.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
114.17.31.4E.22.21.46N | Sharp Island South,"22.0,21.0,46.0,N | 114.0,17.0,31.4,E",China / Hong Kong / Hong Kong / Pacific,2010:7-Aug-10,4.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
114.17.36.1E.22.21.31N | Sharp Island East,"22.0,21.0,31.0,N | 114.0,17.0,36.1,E",China / Hong Kong / nan / Pacific,2010:4-Jul-10,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.17.36.1E.22.21.31N | Sharp Island East,"22.0,21.0,31.0,N | 114.0,17.0,36.1,E",China / Hong Kong / nan / Pacific,2010:4-Jul-10,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.17.47.9E.22.21.38.1N | Sharp Island North,"22.0,21.0,38.1,N | 114.0,17.0,47.9,E",China / Hong Kong / nan / Pacific,2010:7-Jul-10,1.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
114.17.47.9E.22.21.38.1N | Sharp Island North,"22.0,21.0,38.1,N | 114.0,17.0,47.9,E",China / Hong Kong / nan / Pacific,2010:7-Jul-10,1.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
114.16.27.5E.22.21.46N | Pak Ma Tsui,"22.0,21.0,46.0,N | 114.0,16.0,27.5,E",China / Hong Kong / nan / Pacific,2010:13-Oct-10,2.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
114.16.27.5E.22.21.46N | Pak Ma Tsui,"22.0,21.0,46.0,N | 114.0,16.0,27.5,E",China / Hong Kong / nan / Pacific,2010:13-Oct-10,2.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
114.17.572E22.9.751N | Shelter Island,"22.0,19.0,45.06,N | 114.0,17.0,34.32,E",China / Hong Kong / nan / Pacific,2010:26-Sep-10,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
114.17.572E22.9.751N | Shelter Island,"22.0,19.0,45.06,N | 114.0,17.0,34.32,E",China / Hong Kong / nan / Pacific,2010:26-Sep-10,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,False,
NSBluffIsland | Bluff Island,"22.0,19.0,0.0,N | 114.0,21.0,0.0,E",China / Hong Kong / Port Shelter / Pacific,2010:10-Jul-10,2.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
NSBluffIsland | Bluff Island,"22.0,19.0,0.0,N | 114.0,21.0,0.0,E",China / Hong Kong / Port Shelter / Pacific,2010:10-Jul-10,2.5-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
NSHighEastDam | High Island East Dam,"22.0,21.0,34.7,N | 114.0,22.0,35.4,E",China / Hong Kong / nan / Pacific,2010:29-Aug-10,6.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
NSHighEastDam | High Island East Dam,"22.0,21.0,34.7,N | 114.0,22.0,35.4,E",China / Hong Kong / nan / Pacific,2010:29-Aug-10,6.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.21.3.8E.22.15.35.7N | Ninepin,"22.0,15.0,35.7,N | 114.0,21.0,3.8,E",China / Hong Kong / Hong Kong / Pacific,2010:3-Sep-10,4.0-Bleaching (% of population),S1=0.0; S2=5.0; S3=0.0; S4=0.0,False,
114.21.3.8E.22.15.35.7N | Ninepin,"22.0,15.0,35.7,N | 114.0,21.0,3.8,E",China / Hong Kong / Hong Kong / Pacific,2010:3-Sep-10,4.0-Bleaching (% of colony),S1=0.0; S2=20.0; S3=0.0; S4=0.0,False,
114.21.975E.22.21.238N | Pak Lap Tsai,"22.0,21.0,14.3,N | 114.0,21.0,58.5,E",China / Hong Kong / nan / Pacific,2009:13-Sep-09,4.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.21.975E.22.21.238N | Pak Lap Tsai,"22.0,21.0,14.3,N | 114.0,21.0,58.5,E",China / Hong Kong / nan / Pacific,2009:13-Sep-09,4.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
"114.18.10.4E.22.33.3.4N | Tau Tun, Kat O","22.0,33.0,3.4,N | 114.0,18.0,10.4,E",China / Hong Kong / nan / Pacific,2009:28-Jul-09,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
"114.18.10.4E.22.33.3.4N | Tau Tun, Kat O","22.0,33.0,3.4,N | 114.0,18.0,10.4,E",China / Hong Kong / nan / Pacific,2009:28-Jul-09,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.17.3.1E.22.31.34.5N | Ngau Shi Wu Wan,"22.0,31.0,34.5,N | 114.0,17.0,3.1,E",China / Hong Kong / nan / Pacific,2009:20-Jun-09,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
114.17.3.1E.22.31.34.5N | Ngau Shi Wu Wan,"22.0,31.0,34.5,N | 114.0,17.0,3.1,E",China / Hong Kong / nan / Pacific,2009:20-Jun-09,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
NSCrescentIslandWest | Crescent Island West,"22.0,31.0,53.6,N | 114.0,18.0,48.9,E",China / Hong Kong / nan / Pacific,2008:23-Aug-08,3.0-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
NSCrescentIslandWest | Crescent Island West,"22.0,31.0,53.6,N | 114.0,18.0,48.9,E",China / Hong Kong / nan / Pacific,2008:23-Aug-08,3.0-Bleaching (% of colony),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
"114.19.20.5E.22.28.32N | Gluff Head, Hoi Ha Wan","22.0,28.0,32.0,N | 114.0,19.0,20.5,E",China / Hong Kong / nan / Pacific,2008:27-Jul-08,2.5-Bleaching (% of population),S1=0.0; S2=0.0; S3=0.0; S4=0.0,True,No site description
